
 Lista de Imóveis da Caixa;;Data de geração:;03/06/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 1444404219589 ;AL ;MACEIO ;PRADO ;AVENIDA SIQUEIRA CAMPOS, N. 1548, ;415.760,54;415.760,54;0.00;Não;Casa, 121.32 de área total, 121.32 de área privativa, 170.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444404219589
 10300064 ;AL ;MACEIO ;ANTARES ;AVENIDA RALPHO PESSOA BRAGA, N. 161, CASA 02 ;344.000,00;344.000,00;0.00;Sim;Casa, 0.00 de área total, 71.92 de área privativa, 600.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10300064
 8555537494998 ;AL ;MACEIO ;ANTARES ;AVENIDA DOUTOR NEVES PINTO, N. 454, Apto 006, BL 01 VG 03 ;189.000,00;189.000,00;0.00;Não;Apartamento, 57.97 de área total, 44.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537494998
 8787706020204 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;AVENIDA DOUTOR SEBASTIAO CORREIA DA ROCHA, N. 1213, Apto 403, BL 02 VG 235 ;165.000,00;165.000,00;0.00;Não;Apartamento, 0.00 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706020204
 8444408200996 ;AL ;MACEIO ;SANTA AMELIA ;CONJUNTO MEDEIROS NETO I, N. SN, Apto 302, ED 82 BL 01 CJ RES JOSE MEDEIROS NETTO ;98.000,00;98.000,00;0.00;Não;Apartamento, 0.00 de área total, 49.28 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408200996
 8555512815855 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ; RUA EM PROJETO, N. 47, LT 18 QD 0II MOD II ;160.000,00;160.000,00;0.00;Não;Casa, 50.05 de área total, 50.05 de área privativa, 126.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555512815855
 8555533687864 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;RUA DR MANOEL VALENTE DE LIMA - ANTIGA AV B, N. 248, CS 15  TIPO 02 QD N ;285.000,00;285.000,00;0.00;Não;Casa, 180.03 de área total, 90.00 de área privativa, 93.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555533687864
 8555537227485 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;AVENIDA D, N. 175, CS 16 QD C TIPO 02 ;183.000,00;183.000,00;0.00;Não;Casa, 67.53 de área total, 52.63 de área privativa, 93.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537227485
 8787702622927 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;ALAMEDA DOS ANTURIOS, N. 275, CS 46  QD H  TIPO 02 ;202.900,00;202.900,00;0.00;Não;Casa, 78.70 de área total, 101.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702622927
 8787703244586 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;ALAMEDA DOS ANTURIOS, N. 275, CS 22 QD B ;200.639,04;200.639,04;0.00;Não;Casa, 78.70 de área total, 58.26 de área privativa, 78.70 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703244586
 8787721349238 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;RUA DR CLEANTHO DE MOURA RIZZO, N. 140, CS  31 TIPO 01 QD E ;233.300,00;233.300,00;0.00;Não;Casa, 74.42 de área total, 89.46 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 2 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787721349238
 8787722551472 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;RODOVIA AL 105, N. 330, CS 67 QD C LT 03 ;244.000,00;244.000,00;0.00;Não;Casa, 79.26 de área total, 54.83 de área privativa, 89.46 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787722551472
 8444414514697 ;AL ;MACEIO ;PETROPOLIS ; RUA DA VITORIA, N. 408, Apto 301, BLOCO 17 ;160.000,00;160.000,00;0.00;Não;Apartamento, 47.28 de área total, 42.44 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414514697
 8555523064848 ;AL ;MACEIO ;PETROPOLIS ;RUA DA VITORIA, N. 1270, Apto 03, BL 02 ;183.970,00;183.970,00;0.00;Não;Apartamento, 52.36 de área total, 42.44 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523064848
 8787718530628 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;RODOVIA AL 105, N. 442, CS 76 QD A ;208.213,95;203.300,00;0.00;Não;Casa, 76.64 de área total, 54.83 de área privativa, 89.46 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718530628
 1787702425678 ;AL ;MACEIO ;FAROL ;AVENIDA ARISTEU DE ANDRADE, N. 285, Apto 603, BL  B ;2.101.827,50;2.050.000,00;0.00;Não;Apartamento, 420.54 de área total, 192.28 de área privativa, 0.00 de área do terreno,  4 qto(s), varanda, a.serv, WC, WC Emp, 2 sala(s), 1 lavabo(s), DCE, cozinha, Terraco, 3 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702425678
 1444406943861 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA ALCIDES GOMES DE MOURA, N. 120, LT 492 QD 21 ;252.280,54;242.000,00;0.00;Não;Casa, 60.84 de área total, 60.84 de área privativa, 200.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406943861
 8787716495000 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA DOS NAMBUS, N. 62, Apto 103, BL 19 VG 180 ;202.789,54;193.000,00;0.00;Não;Apartamento, 67.74 de área total, 46.55 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716495000
 8787713171395 ;AL ;MACEIO ;CANAA ;RUA PIACABUCU (RUA PIASSABUSSU), N. 350, Apto 12, TORRE 01 PAV TERREO ;291.442,84;270.000,00;0.00;Não;Apartamento, 88.14 de área total, 60.23 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713171395
 1555531609590 ;AL ;MACEIO ;SERRARIA ;RUA CARLOS ALBERTO NOVAES, N. 142, Apto 403, ;427.262,17;315.190,00;0.00;Não;Apartamento, 103.89 de área total, 70.91 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555531609590
 8555508233170 ;AL ;MAJOR ISIDORO ;CENTRO ; RUA MANOEL FERREIRA DE SOUZA, N. S/N,  FUNDOS COM A RUA ANTONIO WANDERLEY ;55.744,84;120.000,00;53.55;Não;Casa, 0.00 de área total, 108.16 de área privativa, 268.50 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555508233170
 8444406558877 ;AL ;MARIBONDO ;CENTRO ; RUA LINA DE ALBUQUERQUE, N. SN, ;66.404,96;120.000,00;44.67;Não;Casa, 73.50 de área total, 73.50 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406558877
 8444405620145 ;AL ;MURICI ;CENTRO ; RUA LUIZ VIANA, N. 20, ;59.999,74;105.000,00;42.86;Não;Casa, 81.84 de área total, 81.84 de área privativa, 92.83 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405620145
 8555519619210 ;AL ;MURICI ;CENTRO ; RUA GILMAR ANTONIO ZARDO, N. 50, ;71.935,42;120.244,50;40.18;Não;Casa, 54.60 de área total, 54.60 de área privativa, 96.46 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555519619210
 8555519771233 ;AL ;MURICI ;CENTRO ; TRAVESSA FIRMINO DE QUEIROZ, N. 145, ;40.261,51;66.446,86;39.41;Não;Casa, 80.00 de área total, 80.00 de área privativa, 76.47 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555519771233
 8444415167621 ;AL ;OLHO D'AGUA DO CASADO ;CENTRO ; RUA ANTONIO DE SOUZA BALBINO, N. 198, ;53.145,63;88.000,00;39.61;Não;Casa, 63.54 de área total, 63.54 de área privativa, 124.48 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415167621
 8444400291291 ;AL ;PENEDO ;SENHOR DO BONFIM ;RODOVIA MARIO FREIRE LEAHY, N. 32 ;96.000,00;96.000,00;0.00;Não;Casa, 0.00 de área total, 80.05 de área privativa, 321.00 de área do terreno,  3 qto(s), WC, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444400291291
 8444407883330 ;AL ;PILAR ;CENTRO ; RUA EM PROJETO, N. 24, 18 ;89.126,03;180.000,00;50.49;Não;Casa, 0.00 de área total, 103.90 de área privativa, 124.74 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407883330
 8444406294519 ;AL ;PILAR ;CENTRO ;R PROJETADA, N. 0, ;45.455,48;90.000,00;49.50;Não;Casa, 0.00 de área total, 55.46 de área privativa, 80.48 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406294519
 8444403762422 ;AL ;PILAR ;CHÃ DE PILAR ; RUA PROJETADA, N. 77 F, LOT II ;65.298,21;118.000,00;44.67;Não;Casa, 53.10 de área total, 53.10 de área privativa, 53.10 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403762422
 8555512778950 ;AL ;PILAR ;CENTRO ; RUA EM PROJETO 22, N. 10, QD AR LT 22 ;86.194,78;151.000,00;42.92;Sim;Casa, 77.00 de área total, 77.00 de área privativa, 165.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555512778950
 8555537078498 ;AL ;PILAR ;CHA DO PILAR ;RUA ANA GENILDA COSTA BARROS, N. 12, ;126.343,78;209.035,34;39.56;Não;Casa, 81.20 de área total, 81.20 de área privativa, 126.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537078498
 8444407867806 ;AL ;PILAR ;CHÃ DE PILAR ;BR 101 - SUL, N. 50, KM 36 ;259.463,20;259.463,20;0.00;Não;Casa, 59.15 de área total, 59.15 de área privativa, 125.86 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407867806
 1555528022657 ;AL ;PORTO CALVO ;CENTRO ;RUA PEDRO SUCUPIRA, N. SN, ;329.472,18;516.969,69;36.27;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 10300.38 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555528022657
 1444413001965 ;AL ;PORTO REAL DO COLEGIO ;CENTRO ;AVENIDA PROJETADA B, N. SN, LT 09,  QD C ;85.466,19;140.000,00;38.96;Não;Casa, 0.00 de área total, 80.00 de área privativa, 147.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444413001965
 8444416712364 ;AL ;RIO LARGO ;CENTRO ;RUA DR EMILIO DE MAIA EM PROJETO LOTE 07 QUADRA C, N. SN, LT 07 QD C ;53.602,32;155.000,00;65.42;Não;Casa, 0.00 de área total, 53.58 de área privativa, 126.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416712364
 8444412153980 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ; RUA 04, N. SN, LT 37B, QD C ;63.406,03;135.000,00;53.04;Não;Casa, 0.00 de área total, 62.62 de área privativa, 125.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412153980
 8555523396972 ;AL ;RIO LARGO ;FORENE ;AVENIDA JOSE MANHAS, N. 35, CS 8-A, LT 08, QD A ;32.974,63;70.000,00;52.90;Não;Casa, 0.00 de área total, 50.13 de área privativa, 55.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523396972
 8555525183305 ;AL ;RIO LARGO ;FORENE ;AVENIDA JOSE MANHAS, N. 35, CS 11-A, LT 11, QD A ;32.974,63;70.000,00;52.90;Não;Casa, 0.00 de área total, 50.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525183305
 8555525018363 ;AL ;RIO LARGO ;FORENE ;AVENIDA JOSE MANHAS, N. 35, CS 04, LT 04, QD A ;41.707,88;86.320,00;51.69;Não;Casa, 0.00 de área total, 67.68 de área privativa, 33.82 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525018363
 8444417941014 ;AL ;RIO LARGO ;Lourenço Albuquerque ;RUA DOUTOR EMILIO DE MAIA, N. S/N, QD C LT 13 ;62.180,10;123.000,00;49.45;Não;Casa, 0.00 de área total, 53.58 de área privativa, 126.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417941014
 8555525348010 ;AL ;RIO LARGO ;FORENE ; AVENIDA JOSE MANHAS, N. 35, CS 02 LT 02 QD A ;88.148,44;170.000,00;48.15;Não;Casa, 67.68 de área total, 67.68 de área privativa, 69.19 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525348010
 8555523402786 ;AL ;RIO LARGO ;FORENE ;AVENIDA JOSE MANHAS, N. 35, CS 14, LT 14, QD A ;69.815,71;133.000,00;47.51;Não;Casa, 67.68 de área total, 67.68 de área privativa, 69.19 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523402786
 8555523354005 ;AL ;RIO LARGO ;FORENE ;AVENIDA JOSE MANHAS, N. 35, CS 4-A, LT 04, QD A ;36.854,00;70.000,00;47.36;Não;Casa, 0.00 de área total, 50.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523354005
 8555523354480 ;AL ;RIO LARGO ;FORENE ;AVENIDA JOSE MANHAS, N. 35, CS 1-A, LT 01, QD A ;37.535,83;71.295,06;47.36;Não;Casa, 54.39 de área total, 54.39 de área privativa, 54.39 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523354480
 8555525191448 ;AL ;RIO LARGO ;FORENE ;AVENIDA JOSE MANHAS, N. 35, CS 5-A, LT 5, QD A ;36.854,00;70.000,00;47.36;Não;Casa, 50.13 de área total, 50.13 de área privativa, 1.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525191448
 8555525355220 ;AL ;RIO LARGO ;FORENE ; AVENIDA JOSE MANHAS, N. 35, CS 08 PAV TERREO LT08 QD A ;79.037,50;150.000,00;47.31;Não;Casa, 62.02 de área total, 62.02 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525355220
 8555523586488 ;AL ;RIO LARGO ;FORENE ;AVENIDA JOSE MANHAS, N. 35, CS 13-1, LT 13, QD A ;49.060,48;91.123,13;46.17;Não;Casa, 50.13 de área total, 50.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523586488
 8555533842533 ;AL ;RIO LARGO ;Pref Antônio L Souza ; RUA JOSE MONTEIRO DE MELO, N. SN, CS09 ;75.942,70;138.000,00;44.97;Sim;Casa, 49.60 de área total, 49.60 de área privativa, 49.60 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555533842533
 8787705833074 ;AL ;RIO LARGO ;Pref Antônio L Souza ;RUA SANTA CLARA, N. 90, CS74, LT89/90/91 ;78.422,76;141.000,00;44.39;Sim;Casa, 92.59 de área total, 51.35 de área privativa, 51.35 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705833074
 8444413053513 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ; RUA 6C, N. 06, LT 06, QD C-11 ;65.629,88;117.776,75;44.28;Não;Casa, 65.00 de área total, 65.00 de área privativa, 101.25 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413053513
 8444417508132 ;AL ;RIO LARGO ;RES ERALDO CAVALCANT ; RUA DR. EMILIO DE MAIA, N. SN, QD D LT28 ;65.753,51;114.706,41;42.68;Não;Casa, 53.58 de área total, 53.58 de área privativa, 126.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417508132
 8555523351936 ;AL ;RIO LARGO ;FORENE ; AVENIDA JOSE MANHAS, N. 35, CS 07 QD A ;53.839,36;93.000,00;42.11;Não;Casa, 67.68 de área total, 67.68 de área privativa, 69.18 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523351936
 8787706412331 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ; RUA MANOEL NASCIMENTO PONTES, N. 1, Apto 102, BL 05 ;78.201,87;135.000,00;42.08;Não;Apartamento, 47.58 de área total, 47.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706412331
 8444432786822 ;AL ;RIO LARGO ;CENTRO ; RUA EM PROJETO, N. 40, QD 04 ;29.045,53;50.000,00;41.91;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 140.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432786822
 8444436352959 ;AL ;RIO LARGO ;CENTRO ; RUA EM PROJETO, N. SN, LT 49 QD 04 ;27.302,80;47.000,00;41.91;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 140.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436352959
 8444419138405 ;AL ;RIO LARGO ;TABULEIRO MATA ROLO ; ESTRADA VICINAL, N. 0102, QD D ;106.074,43;179.000,00;40.75;Sim;Casa, 85.43 de área total, 85.43 de área privativa, 166.25 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419138405
 8444404294287 ;AL ;RIO LARGO ;Pref Antônio L Souza ;CONDOMÍNIO RESIDENCIAL UNIÃO, N. SN, CS 04 QD C LT 04 ;132.970,97;220.000,00;39.56;Sim;Casa, 113.45 de área total, 113.45 de área privativa, 253.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404294287
 8555522233956 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ;RUA DO PINTO, N. 31, LT 31 QD B ;116.047,39;192.000,00;39.56;Não;Casa, 98.55 de área total, 59.39 de área privativa, 59.39 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555522233956
 8555515551549 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ;COND RES SAO FRANCISCO II, N. 07, QD 1 ;85.466,19;140.000,00;38.96;Não;Casa, 50.81 de área total, 50.81 de área privativa, 75.57 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555515551549
 1555533678638 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ; RUA EM PROJETO A, N. 01, ;133.437,74;212.000,00;37.06;Não;Casa, 80.40 de área total, 80.40 de área privativa, 176.34 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555533678638
 1444406047378 ;AL ;RIO LARGO ;TABULEIRO MATA ROLO ; VILA MINHA ALDEIA, N. SN, LT 12 QD 19 ;140.000,00;140.000,00;0.00;Não;Casa, 54.89 de área total, 54.89 de área privativa, 225.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406047378
 8555535973902 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ; RUA NAPOLEÃO VIANA, N. SN, CS 87 VG 87 ;141.273,62;141.273,62;0.00;Não;Casa, 47.82 de área total, 47.82 de área privativa, 42.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535973902
 8787700538295 ;AL ;SANTANA DO IPANEMA ;SÃO VICENTE ; RUA PROJETADA, N. 130, QD G, LT 20, RUA SÃO VICENTE ;74.674,33;128.910,41;42.08;Sim;Casa, 54.81 de área total, 54.81 de área privativa, 122.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700538295
